CSD Code,Census subdivision (CSD) name,2011 Income Score,2011 Education Score,2011 Housing Score,2011 Labour Force Activity Score,2011 CWB Score,2011 Global Non-Response,Province,Type of Collectivity,2011 NHS Population
4613037,West St. Paul,95,64,98,93,87,30%,Manitoba,Non-Aboriginal,4685
4613043,St. Andrews,92,63,95,91,85,31%,Manitoba,Non-Aboriginal,11740
4613047,Selkirk,83,52,93,88,79,27%,Manitoba,Non-Aboriginal,9245
4613049,Dunnottar,91,61,99,83,83,46%,Manitoba,Non-Aboriginal,695
4613056,St. Clements,90,61,95,89,84,39%,Manitoba,Non-Aboriginal,10395
4614015,Rosser,86,52,98,95,83,42%,Manitoba,Non-Aboriginal,1145
4614031,Woodlands,86,53,95,93,82,37%,Manitoba,Non-Aboriginal,3270
4614036,Rockwood,91,60,95,94,85,34%,Manitoba,Non-Aboriginal,7005
4614039,Stonewall,90,61,98,92,86,28%,Manitoba,Non-Aboriginal,4470
4614042,Teulon,86,46,96,93,80,46%,Manitoba,Non-Aboriginal,1100
4615018,Langford,87,63,96,91,84,50%,Manitoba,Non-Aboriginal,705
4615020,Neepawa,83,58,96,93,82,33%,Manitoba,Non-Aboriginal,3405
4615023,Odanah,75,61,86,96,80,46%,Manitoba,Non-Aboriginal,520
4615029,Rapid City,79,59,90,88,79,35%,Manitoba,Non-Aboriginal,420
4615033,Blanshard,81,65,98,96,85,44%,Manitoba,Non-Aboriginal,470
4615036,Hamiota,87,76,93,96,88,34%,Manitoba,Non-Aboriginal,395
4615038,Hamiota,83,57,98,83,80,44%,Manitoba,Non-Aboriginal,815
4615041,Miniota,81,50,92,94,79,42%,Manitoba,Non-Aboriginal,755
4615042,Birdtail Creek 57,36,27,69,55,47,5%,Manitoba,First Nation,405
4615046,Archie,80,46,92,83,75,33%,Manitoba,Non-Aboriginal,325
4615051,St-Lazare,,,,,84,19%,Manitoba,Non-Aboriginal,220
4615057,Birtle,89,46,96,95,82,46%,Manitoba,Non-Aboriginal,630
4615061,Shoal Lake,87,52,92,89,80,44%,Manitoba,Non-Aboriginal,1230
4615067,Keeseekoowenin 61,45,34,80,70,57,7%,Manitoba,First Nation,445
4615071,Rolling River 67,57,41,72,77,62,37%,Manitoba,First Nation,345
4615093,Erickson,83,56,97,91,82,45%,Manitoba,Non-Aboriginal,465
4615095,Park (South),87,60,97,81,81,49%,Manitoba,Non-Aboriginal,925
4616002,Rossburn,77,57,78,96,77,42%,Manitoba,Non-Aboriginal,495
4616007,Rossburn,73,40,86,87,71,39%,Manitoba,Non-Aboriginal,520
4616024,Russell,88,52,88,91,80,33%,Manitoba,Non-Aboriginal,490
4616025,Gambler 63 (Part),,,,,61,23%,Manitoba,First Nation,65
4616029,Binscarth,85,48,93,88,78,38%,Manitoba,Non-Aboriginal,425
4616032,Russell,89,49,95,90,81,34%,Manitoba,Non-Aboriginal,1585
4616046,Valley River 63A,45,29,49,57,45,6%,Manitoba,First Nation,370
4617029,Ebb and Flow 52,29,26,68,59,46,3%,Manitoba,First Nation,1305
4617050,Dauphin,83,53,92,87,79,30%,Manitoba,Non-Aboriginal,8035
4617053,Gilbert Plains,84,47,89,97,79,48%,Manitoba,Non-Aboriginal,665
4617057,Grandview,81,58,95,83,79,46%,Manitoba,Non-Aboriginal,610
4617060,Grandview,82,46,95,83,76,41%,Manitoba,Non-Aboriginal,800
4617063,Ethelbert,66,33,79,84,65,48%,Manitoba,Non-Aboriginal,330
4617076,Lawrence,76,29,94,75,69,46%,Manitoba,Non-Aboriginal,460
4618031,Gimli,89,56,95,81,80,36%,Manitoba,Non-Aboriginal,5720
4618044,Coldwell,81,47,95,81,76,42%,Manitoba,Non-Aboriginal,1200
4618052,Eriksdale,79,52,94,85,78,44%,Manitoba,Non-Aboriginal,940
4618055,Dog Creek 46,27,12,58,64,40,34%,Manitoba,First Nation,680
4618060,Grahamdale,79,49,92,86,76,39%,Manitoba,Non-Aboriginal,1355
4618063,Little Saskatchewan 48,30,11,75,33,37,13%,Manitoba,First Nation,415
4618067,Fairford (Part) 50,41,33,47,63,46,14%,Manitoba,First Nation,975
4618077,Riverton,82,40,92,94,77,47%,Manitoba,Non-Aboriginal,730
4619050,Fort Alexander 3,46,35,52,65,50,7%,Manitoba,First Nation,2035
4619051,Little Grand Rapids 14,42,13,54,57,41,10%,Manitoba,First Nation,835
4619052,Bloodvein 12,44,27,42,62,44,7%,Manitoba,First Nation,645
4619053,Hole or Hollow Water 10,54,35,60,70,55,13%,Manitoba,First Nation,680
4619054,Black River 9,35,18,52,61,42,10%,Manitoba,First Nation,525
4619056,Fisher River 44,48,36,66,62,53,6%,Manitoba,First Nation,1190
4619059,Peguis 1B,44,34,69,63,52,16%,Manitoba,First Nation,2585
4619061,Jackhead 43,,,,,48,32%,Manitoba,First Nation,230
4619068,Crane River 51,31,21,53,63,42,2%,Manitoba,First Nation,480
4619069,Waterhen 45,43,22,41,58,41,3%,Manitoba,First Nation,380
4619070,Pine Creek 66A,49,25,47,60,45,4%,Manitoba,First Nation,685
4619072,Shoal River Indian Reserve 65A,39,14,66,48,42,4%,Manitoba,First Nation,815
4619075,Poplar River 16,49,24,61,72,51,8%,Manitoba,First Nation,845
4619077,Berens River 13,51,23,50,77,50,7%,Manitoba,First Nation,1035
4619079,Pauingassi First Nation,40,9,53,62,41,10%,Manitoba,First Nation,375
4620043,Benito,77,41,98,94,77,31%,Manitoba,Non-Aboriginal,360
4620048,Swan River,81,51,97,88,79,32%,Manitoba,Non-Aboriginal,3750
4621027,Grand Rapids 33,49,12,66,65,48,4%,Manitoba,First Nation,715
4621029,Chemawawin 2,43,12,52,61,42,5%,Manitoba,First Nation,1130
4621033,Opaskwayak Cree Nation 21A,,,,,60,7%,Manitoba,First Nation,185
4621040,Opaskwayak Cree Nation 21I,,,,,68,2%,Manitoba,First Nation,165
4621043,Opaskwayak Cree Nation 21E,56,28,64,69,54,5%,Manitoba,First Nation,2265
4621045,The Pas,84,58,94,85,80,36%,Manitoba,Non-Aboriginal,5560
4621052,Kelsey,90,59,91,89,82,44%,Manitoba,Non-Aboriginal,2120
4621058,Moose Lake 31A,41,14,55,53,41,4%,Manitoba,First Nation,990
4621064,Flin Flon (Part),91,51,91,88,80,30%,Manitoba,Non-Aboriginal,5515
4622026,Thompson,91,56,89,89,81,26%,Manitoba,Non-Aboriginal,12730
4622048,Garden Hill First Nation,37,18,34,63,38,27%,Manitoba,First Nation,2655
4622049,God's Lake 23,37,18,55,55,41,29%,Manitoba,First Nation,1340
4622050,Oxford House 24,36,21,40,64,40,12%,Manitoba,First Nation,1870
4622051,Cross Lake 19,45,34,47,65,48,13%,Manitoba,First Nation,1755
4622052,Cross Lake 19A,42,29,46,64,45,8%,Manitoba,First Nation,1930
4622055,God's River 86A,35,15,45,71,41,17%,Manitoba,First Nation,600
4622056,Red Sucker Lake 1976,35,21,43,68,42,25%,Manitoba,First Nation,895
4622058,Norway House 17,44,27,67,59,50,15%,Manitoba,First Nation,4700
4622059,Nelson House 170,51,33,50,68,50,10%,Manitoba,First Nation,2355
4622063,Split Lake (Part) 171,44,33,41,63,45,19%,Manitoba,First Nation,2110
4622064,Ilford,,,,,61,11%,Manitoba,First Nation,140
4622065,York Landing,55,32,67,80,58,23%,Manitoba,First Nation,450
4622067,Cross Lake 19E,49,33,45,68,49,6%,Manitoba,First Nation,680
4622800,Wasagamack,33,20,33,63,37,27%,Manitoba,First Nation,1415
4622801,St. Theresa Point,38,29,40,62,43,16%,Manitoba,First Nation,2840
4623022,Gillam,93,54,95,90,83,41%,Manitoba,Non-Aboriginal,1190
4623025,Gillam,,,,,53,34%,Manitoba,First Nation,75
4623027,Fox Lake 2,,,,,52,32%,Manitoba,First Nation,195
4623037,South Indian Lake,44,16,40,57,39,8%,Manitoba,First Nation,755
4623056,Churchill,95,56,93,84,82,43%,Manitoba,Non-Aboriginal,850
4623064,Pukatawagan 198,44,23,48,63,44,13%,Manitoba,First Nation,1860
4623065,Brochet 197,52,24,57,68,50,17%,Manitoba,First Nation,535
4623067,Lac Brochet 197A,48,21,48,62,45,16%,Manitoba,First Nation,815
4623071,Shamattawa 1,41,6,41,63,38,10%,Manitoba,First Nation,995
4701001,Argyle No. 1,,,,,84,33%,Saskatchewan,Non-Aboriginal,270
4701002,Gainsborough,98,52,97,91,85,29%,Saskatchewan,Non-Aboriginal,270
4701008,Carnduff,85,53,96,81,79,42%,Saskatchewan,Non-Aboriginal,1065
4701011,Enniskillen No. 3,,,,,83,35%,Saskatchewan,Non-Aboriginal,450
4701019,Roche Percée,,,,,90,41%,Saskatchewan,Non-Aboriginal,75
4701024,Estevan,100,56,93,92,85,21%,Saskatchewan,Non-Aboriginal,10840
4701041,Alida,,,,,75,25%,Saskatchewan,Non-Aboriginal,70
4701047,Antler No. 61,84,60,93,91,82,49%,Saskatchewan,Non-Aboriginal,535
4701054,Manor,,,,,79,43%,Saskatchewan,Non-Aboriginal,325
4701056,Carlyle,91,56,95,88,82,38%,Saskatchewan,Non-Aboriginal,1445
4701058,Brock No. 64,,,,,82,40%,Saskatchewan,Non-Aboriginal,235
4701069,Golden West No. 95,90,46,98,90,81,39%,Saskatchewan,Non-Aboriginal,345
4701072,Hazelwood No. 94,,,,,84,34%,Saskatchewan,Non-Aboriginal,80
4701076,Wawken No. 93,97,53,90,93,83,42%,Saskatchewan,Non-Aboriginal,555
4701077,Kennedy,,,,,82,49%,Saskatchewan,Non-Aboriginal,240
4701091,Walpole No. 92,83,52,95,93,81,3%,Saskatchewan,Non-Aboriginal,335
4701094,Maryfield No. 91,79,57,85,94,79,35%,Saskatchewan,Non-Aboriginal,320
4701096,Maryfield,85,50,98,97,82,38%,Saskatchewan,Non-Aboriginal,350
4701808,White Bear 70,68,46,55,75,61,6%,Saskatchewan,First Nation,735
4701809,Ocean Man 69,,,,,60,36%,Saskatchewan,First Nation,160
4702018,Happy Valley No. 10,,,,,84,44%,Saskatchewan,Non-Aboriginal,65
4702023,Bengough,93,58,92,81,81,39%,Saskatchewan,Non-Aboriginal,315
4702026,The Gap No. 39,,,,,81,43%,Saskatchewan,Non-Aboriginal,155
4702031,Radville,90,59,93,94,84,44%,Saskatchewan,Non-Aboriginal,835
4702041,Macoun,,,,,72,49%,Saskatchewan,Non-Aboriginal,245
4702047,Weyburn,94,57,94,89,84,23%,Saskatchewan,Non-Aboriginal,10150
4702052,Norton No. 69,,,,,84,0%,Saskatchewan,Non-Aboriginal,80
4702054,Pangman,,,,,85,24%,Saskatchewan,Non-Aboriginal,85
4702058,Ogema,73,64,90,89,79,49%,Saskatchewan,Non-Aboriginal,365
4702069,Scott No. 98,,,,,84,39%,Saskatchewan,Non-Aboriginal,175
4702076,Fillmore No. 96,,,,,80,26%,Saskatchewan,Non-Aboriginal,255
4703001,Hart Butte No. 11,82,54,93,96,81,43%,Saskatchewan,Non-Aboriginal,265
4703009,Rockglen,87,64,81,76,77,36%,Saskatchewan,Non-Aboriginal,380
4703011,Old Post No. 43,76,62,93,99,83,48%,Saskatchewan,Non-Aboriginal,350
4703018,Mankota No. 45,81,60,94,98,83,48%,Saskatchewan,Non-Aboriginal,320
4703022,Waverley No. 44,74,57,92,95,79,48%,Saskatchewan,Non-Aboriginal,420
4703026,Willow Bunch No. 42,86,53,89,98,82,45%,Saskatchewan,Non-Aboriginal,365
4703028,Willow Bunch,91,55,91,93,83,50%,Saskatchewan,Non-Aboriginal,365
4703029,Excel No. 71,74,57,83,88,76,47%,Saskatchewan,Non-Aboriginal,350
4703036,Assiniboia,88,50,93,90,80,31%,Saskatchewan,Non-Aboriginal,2335
4703038,Stonehenge No. 73,,,,,82,42%,Saskatchewan,Non-Aboriginal,405
4703048,Pinto Creek No. 75,,,,,78,45%,Saskatchewan,Non-Aboriginal,150
4703054,Auvergne No. 76,,,,,77,44%,Saskatchewan,Non-Aboriginal,250
4703058,Ponteix,78,45,93,85,75,44%,Saskatchewan,Non-Aboriginal,550
4703062,Vanguard,,,,,72,41%,Saskatchewan,Non-Aboriginal,85
4703074,Sutton No. 103,,,,,74,41%,Saskatchewan,Non-Aboriginal,240
4703092,Mossbank,81,61,87,84,79,50%,Saskatchewan,Non-Aboriginal,305
4704006,Lone Tree No. 18,,,,,81,39%,Saskatchewan,Non-Aboriginal,80
4704009,Climax,,,,,79,39%,Saskatchewan,Non-Aboriginal,180
4704011,Frontier No. 19,92,59,86,99,84,34%,Saskatchewan,Non-Aboriginal,275
4704012,Frontier,91,70,98,96,89,48%,Saskatchewan,Non-Aboriginal,350
4704019,Reno No. 51,77,56,92,100,81,35%,Saskatchewan,Non-Aboriginal,400
4704028,Wise Creek No. 77,,,,,84,20%,Saskatchewan,Non-Aboriginal,75
4704038,Arlington No. 79,,,,,86,44%,Saskatchewan,Non-Aboriginal,220
4704048,Maple Creek,90,55,92,88,81,48%,Saskatchewan,Non-Aboriginal,2175
4704054,Carmichael No. 109,,,,,82,33%,Saskatchewan,Non-Aboriginal,115
4704061,Lac Pelletier No. 107,96,54,97,94,85,48%,Saskatchewan,Non-Aboriginal,375
4704802,Nekaneet Cree Nation,,,,,66,8%,Saskatchewan,First Nation,120
4705001,Moosomin No. 121,88,58,91,93,83,45%,Saskatchewan,Non-Aboriginal,565
4705004,Moosomin,92,56,97,90,84,42%,Saskatchewan,Non-Aboriginal,2405
4705006,Welwyn,,,,,56,38%,Saskatchewan,Non-Aboriginal,100
4705011,Silverwood No. 123,89,59,95,95,85,44%,Saskatchewan,Non-Aboriginal,465
4705016,Kipling,89,46,92,86,78,49%,Saskatchewan,Non-Aboriginal,1020
4705019,Windthorst,,,,,83,30%,Saskatchewan,Non-Aboriginal,215
4705021,Glenavon,,,,,81,16%,Saskatchewan,Non-Aboriginal,175
4705024,Wolseley,81,54,93,88,79,45%,Saskatchewan,Non-Aboriginal,795
4705028,Elcapo No. 154,88,50,95,94,82,46%,Saskatchewan,Non-Aboriginal,415
4705029,Grenfell,88,52,85,87,78,46%,Saskatchewan,Non-Aboriginal,1000
4705031,Broadview,85,49,79,89,76,35%,Saskatchewan,Non-Aboriginal,525
4705033,Willowdale No. 153,86,48,96,93,81,27%,Saskatchewan,Non-Aboriginal,320
4705034,Whitewood,92,46,95,86,80,45%,Saskatchewan,Non-Aboriginal,920
4705038,Rocanville,95,64,93,83,84,40%,Saskatchewan,Non-Aboriginal,855
4705041,Spy Hill No. 152,89,56,98,97,85,41%,Saskatchewan,Non-Aboriginal,365
4705042,Tantallon,,,,,85,5%,Saskatchewan,Non-Aboriginal,90
4705043,Spy Hill,,,,,83,20%,Saskatchewan,Non-Aboriginal,200
4705047,Langenburg No. 181,95,55,87,93,82,46%,Saskatchewan,Non-Aboriginal,610
4705051,Fertile Belt No. 183,91,59,90,84,81,40%,Saskatchewan,Non-Aboriginal,815
4705052,Esterhazy,95,53,96,90,83,27%,Saskatchewan,Non-Aboriginal,2445
4705056,Stockholm,82,50,94,90,79,48%,Saskatchewan,Non-Aboriginal,340
4705059,Grayson,,,,,75,45%,Saskatchewan,Non-Aboriginal,175
4705063,McLeod No. 185,87,45,90,96,80,46%,Saskatchewan,Non-Aboriginal,465
4705066,Lemberg,79,60,96,92,82,38%,Saskatchewan,Non-Aboriginal,270
4705078,Saltcoats,91,55,97,91,83,46%,Saskatchewan,Non-Aboriginal,445
4705093,Churchbridge No. 211,94,63,97,97,88,37%,Saskatchewan,Non-Aboriginal,485
4705094,Churchbridge,89,61,98,88,84,44%,Saskatchewan,Non-Aboriginal,740
4705803,Cowessess 73,53,46,76,71,62,15%,Saskatchewan,First Nation,670
4705804,Kahkewistahaw 72,50,44,75,73,61,28%,Saskatchewan,First Nation,520
4705805,Sakimay 74,69,34,61,71,59,41%,Saskatchewan,First Nation,310
4705807,Shesheep 74A,,,,,78,16%,Saskatchewan,First Nation,135
4706011,Lajord No. 128,84,58,98,88,82,46%,Saskatchewan,Non-Aboriginal,745
4706014,Wilcox,92,79,91,98,90,24%,Saskatchewan,Non-Aboriginal,250
4706018,Briercrest,,,,,87,41%,Saskatchewan,Non-Aboriginal,180
4706023,Pense,88,61,92,92,83,46%,Saskatchewan,Non-Aboriginal,575
4706027,Regina,94,65,93,90,86,22%,Saskatchewan,Non-Aboriginal,189740
4706028,Grand Coulee,90,71,96,88,86,45%,Saskatchewan,Non-Aboriginal,605
4706031,Pilot Butte,94,62,98,94,87,45%,Saskatchewan,Non-Aboriginal,1840
4706032,Balgonie,96,62,98,93,87,45%,Saskatchewan,Non-Aboriginal,1625
4706036,Qu'Appelle,81,55,91,86,78,39%,Saskatchewan,Non-Aboriginal,670
4706037,McLean,90,60,92,83,81,46%,Saskatchewan,Non-Aboriginal,330
4706039,Indian Head,88,51,91,86,79,39%,Saskatchewan,Non-Aboriginal,1725
4706045,Fort San,,,,,89,38%,Saskatchewan,Non-Aboriginal,115
4706047,Balcarres,90,50,92,73,76,42%,Saskatchewan,Non-Aboriginal,570
4706049,Lebret,,,,,82,32%,Saskatchewan,Non-Aboriginal,90
4706050,Katepwa,94,62,99,85,85,43%,Saskatchewan,Non-Aboriginal,400
4706051,Fort Qu'Appelle,85,48,91,87,78,44%,Saskatchewan,Non-Aboriginal,2230
4706052,B-Say-Tah,,,,,92,3%,Saskatchewan,Non-Aboriginal,120
4706063,Sarnia No. 221,,,,,77,32%,Saskatchewan,Non-Aboriginal,175
4706067,Holdfast,,,,,86,29%,Saskatchewan,Non-Aboriginal,105
4706070,Longlaketon No. 219,96,60,89,95,85,43%,Saskatchewan,Non-Aboriginal,790
4706072,Saskatchewan Beach,,,,,85,38%,Saskatchewan,Non-Aboriginal,135
4706074,Strasbourg,83,51,97,92,81,46%,Saskatchewan,Non-Aboriginal,710
4706075,Kannata Valley,,,,,84,43%,Saskatchewan,Non-Aboriginal,125
4706092,Southey,91,53,90,87,80,36%,Saskatchewan,Non-Aboriginal,780
4706094,Cupar,80,47,95,89,78,41%,Saskatchewan,Non-Aboriginal,530
4706809,Piapot 75,50,31,79,62,55,21%,Saskatchewan,First Nation,465
4706812,Pasqua 79,50,45,81,70,61,28%,Saskatchewan,First Nation,545
4706814,Little Black Bear 84,,,,,45,20%,Saskatchewan,First Nation,160
4706815,Okanese 82,,,,,54,6%,Saskatchewan,First Nation,225
4706816,Peepeekisis 81,53,55,62,69,60,26%,Saskatchewan,First Nation,500
4706818,Star Blanket 83,,,,,51,18%,Saskatchewan,First Nation,200
4706820,Wa-Pii Moos-Toosis (White Calf) 83A,,,,,66,22%,Saskatchewan,First Nation,85
4707018,Coulee No. 136,96,48,92,89,81,35%,Saskatchewan,Non-Aboriginal,270
4707029,Chaplin No. 164,,,,,81,18%,Saskatchewan,Non-Aboriginal,95
4707032,Wheatlands No. 163,,,,,87,23%,Saskatchewan,Non-Aboriginal,80
4707034,Mortlach,74,53,66,89,71,49%,Saskatchewan,Non-Aboriginal,290
4707039,Moose Jaw,87,55,94,88,81,25%,Saskatchewan,Non-Aboriginal,32345
4707044,Marquis,,,,,82,37%,Saskatchewan,Non-Aboriginal,95
4707058,Canaan No. 225,,,,,82,21%,Saskatchewan,Non-Aboriginal,150
4707062,Beechy,,,,,74,25%,Saskatchewan,Non-Aboriginal,230
4707063,Victory No. 226,87,63,94,97,85,32%,Saskatchewan,Non-Aboriginal,315
4707066,King George No. 256,,,,,85,43%,Saskatchewan,Non-Aboriginal,215
4707067,Coteau No. 255,71,52,71,92,72,35%,Saskatchewan,Non-Aboriginal,420
4707071,Maple Bush No. 224,,,,,81,31%,Saskatchewan,Non-Aboriginal,165
4707072,Riverhurst,,,,,85,30%,Saskatchewan,Non-Aboriginal,115
4707091,Craik No. 222,,,,,83,34%,Saskatchewan,Non-Aboriginal,105
4708001,Swift Current No. 137,78,60,89,93,80,50%,Saskatchewan,Non-Aboriginal,1890
4708004,Swift Current,91,58,96,91,84,21%,Saskatchewan,Non-Aboriginal,15155
4708011,Gull Lake,81,46,92,93,78,45%,Saskatchewan,Non-Aboriginal,940
4708012,Tompkins,,,,,77,40%,Saskatchewan,Non-Aboriginal,170
4708016,Big Stick No. 141,,,,,83,35%,Saskatchewan,Non-Aboriginal,135
4708028,Pittville No. 169,,,,,89,48%,Saskatchewan,Non-Aboriginal,180
4708029,Hazlet,,,,,84,48%,Saskatchewan,Non-Aboriginal,100
4708032,Cabri,91,57,92,95,84,49%,Saskatchewan,Non-Aboriginal,380
4708042,Lacadena No. 228,91,60,93,92,84,28%,Saskatchewan,Non-Aboriginal,610
4708044,Kyle,82,49,88,94,78,30%,Saskatchewan,Non-Aboriginal,415
4708046,Miry Creek No. 229,,,,,85,30%,Saskatchewan,Non-Aboriginal,240
4708048,Abbey,,,,,80,33%,Saskatchewan,Non-Aboriginal,70
4708057,Prelate,,,,,70,43%,Saskatchewan,Non-Aboriginal,95
4708058,Leader,88,56,96,95,84,48%,Saskatchewan,Non-Aboriginal,790
4708062,Burstall,100,56,94,89,85,45%,Saskatchewan,Non-Aboriginal,295
4708065,Chesterfield No. 261,83,42,97,89,78,45%,Saskatchewan,Non-Aboriginal,360
4708068,Eatonia,90,56,95,91,83,40%,Saskatchewan,Non-Aboriginal,490
4708071,Newcombe No. 260,,,,,73,47%,Saskatchewan,Non-Aboriginal,265
4708074,Snipe Lake No. 259,100,64,95,93,88,49%,Saskatchewan,Non-Aboriginal,450
4708076,Eston,83,51,87,87,77,33%,Saskatchewan,Non-Aboriginal,1005
4708092,Monet No. 257,,,,,87,44%,Saskatchewan,Non-Aboriginal,370
4708094,Elrose,99,47,97,91,83,34%,Saskatchewan,Non-Aboriginal,450
4709001,Calder No. 241,81,63,80,94,80,49%,Saskatchewan,Non-Aboriginal,320
4709002,Calder,,,,,74,45%,Saskatchewan,Non-Aboriginal,130
4709009,Rhein,,,,,75,0%,Saskatchewan,Non-Aboriginal,70
4709011,Orkney No. 244,91,59,96,91,84,42%,Saskatchewan,Non-Aboriginal,1885
4709012,Yorkton,87,53,94,90,81,24%,Saskatchewan,Non-Aboriginal,15280
4709016,Springside,72,61,75,84,73,45%,Saskatchewan,Non-Aboriginal,655
4709019,Garry No. 245,78,57,92,99,82,44%,Saskatchewan,Non-Aboriginal,425
4709024,Sheho,,,,,65,35%,Saskatchewan,Non-Aboriginal,80
4709042,St. Philips No. 301,,,,,74,45%,Saskatchewan,Non-Aboriginal,235
4709049,Buchanan No. 304,85,47,88,92,78,49%,Saskatchewan,Non-Aboriginal,405
4709053,Buchanan,,,,,74,43%,Saskatchewan,Non-Aboriginal,225
4709054,Invermay No. 305,75,51,97,90,79,43%,Saskatchewan,Non-Aboriginal,335
4709058,Invermay,,,,,81,43%,Saskatchewan,Non-Aboriginal,220
4709060,Hazel Dell No. 335,69,28,88,94,70,43%,Saskatchewan,Non-Aboriginal,620
4709061,Lintlaw,,,,,75,23%,Saskatchewan,Non-Aboriginal,160
4709062,Preeceville No. 334,92,54,96,94,84,47%,Saskatchewan,Non-Aboriginal,835
4709064,Preeceville,82,41,89,88,75,42%,Saskatchewan,Non-Aboriginal,1020
4709065,Endeavour,,,,,72,0%,Saskatchewan,Non-Aboriginal,75
4709066,Sturgis,75,49,91,87,75,19%,Saskatchewan,Non-Aboriginal,605
4709067,Clayton No. 333,86,40,95,98,80,47%,Saskatchewan,Non-Aboriginal,760
4709071,Hyas,,,,,71,40%,Saskatchewan,Non-Aboriginal,125
4709072,Norquay,76,39,93,82,72,48%,Saskatchewan,Non-Aboriginal,405
4709819,Cote 64,42,41,65,65,53,22%,Saskatchewan,First Nation,760
4709820,Keeseekoose 66,45,43,68,69,56,45%,Saskatchewan,First Nation,440
4709821,The Key 65,,,,,57,11%,Saskatchewan,First Nation,115
4710003,Ituna Bon Accord No. 246,68,56,89,96,77,30%,Saskatchewan,Non-Aboriginal,535
4710008,Kellross No. 247,88,43,82,97,78,42%,Saskatchewan,Non-Aboriginal,295
4710009,Kelliher,,,,,79,39%,Saskatchewan,Non-Aboriginal,215
4710014,Touchwood No. 248,75,58,93,90,79,41%,Saskatchewan,Non-Aboriginal,265
4710024,Mount Hope No. 279,87,42,94,90,78,29%,Saskatchewan,Non-Aboriginal,450
4710027,Raymore,86,58,95,92,83,43%,Saskatchewan,Non-Aboriginal,540
4710028,Quinton,,,,,69,17%,Saskatchewan,Non-Aboriginal,110
4710029,Punnichy,,,,,66,12%,Saskatchewan,Non-Aboriginal,245
4710031,Emerald No. 277,92,44,94,93,81,37%,Saskatchewan,Non-Aboriginal,445
4710036,Foam Lake No. 276,87,59,89,95,83,20%,Saskatchewan,Non-Aboriginal,585
4710046,Big Quill No. 308,96,53,93,96,85,46%,Saskatchewan,Non-Aboriginal,585
4710047,Wynyard,88,55,94,89,82,38%,Saskatchewan,Non-Aboriginal,1750
4710052,Prairie Rose No. 309,100,53,93,92,85,41%,Saskatchewan,Non-Aboriginal,290
4710054,Jansen,,,,,82,44%,Saskatchewan,Non-Aboriginal,150
4710058,Leroy,93,37,99,90,80,47%,Saskatchewan,Non-Aboriginal,380
4710061,Lakeside No. 338,,,,,74,48%,Saskatchewan,Non-Aboriginal,195
4710064,Quill Lake,84,59,92,91,81,47%,Saskatchewan,Non-Aboriginal,410
4710822,Muskowekwan 85,41,32,61,63,49,19%,Saskatchewan,First Nation,585
4710823,Gordon 86,41,36,65,61,51,21%,Saskatchewan,First Nation,1010
4710824,Day Star 87,,,,,64,22%,Saskatchewan,First Nation,155
4710825,Poorman 88,46,42,50,65,51,42%,Saskatchewan,First Nation,790
4710826,Fishing Lake 89,45,37,73,63,54,48%,Saskatchewan,First Nation,495
4711002,Duval,,,,,85,32%,Saskatchewan,Non-Aboriginal,65
4711011,Arm River No. 252,,,,,81,33%,Saskatchewan,Non-Aboriginal,250
4711021,Loreburn,,,,,78,40%,Saskatchewan,Non-Aboriginal,105
4711026,Rudy No. 284,77,58,88,97,80,45%,Saskatchewan,Non-Aboriginal,495
4711027,Outlook,86,62,96,93,84,34%,Saskatchewan,Non-Aboriginal,2090
4711031,Rosedale No. 283,82,63,94,95,83,33%,Saskatchewan,Non-Aboriginal,365
4711032,Hanley,90,44,93,77,76,44%,Saskatchewan,Non-Aboriginal,520
4711034,McCraney No. 282,83,54,91,97,81,34%,Saskatchewan,Non-Aboriginal,310
4711036,Kenaston,82,39,75,91,72,29%,Saskatchewan,Non-Aboriginal,285
4711041,Simpson,,,,,79,33%,Saskatchewan,Non-Aboriginal,135
4711042,Wreford No. 280,,,,,85,45%,Saskatchewan,Non-Aboriginal,90
4711044,Nokomis,85,51,91,72,75,35%,Saskatchewan,Non-Aboriginal,380
4711046,Usborne No. 310,77,57,82,86,75,43%,Saskatchewan,Non-Aboriginal,545
4711048,Drake,,,,,82,34%,Saskatchewan,Non-Aboriginal,135
4711049,Lanigan,88,59,96,89,83,47%,Saskatchewan,Non-Aboriginal,1475
4711053,Watrous,91,57,97,88,83,40%,Saskatchewan,Non-Aboriginal,1920
4711056,Young,,,,,81,42%,Saskatchewan,Non-Aboriginal,240
4711059,Lost River No. 313,,,,,87,45%,Saskatchewan,Non-Aboriginal,160
4711060,Thode,,,,,92,7%,Saskatchewan,Non-Aboriginal,125
4711064,Shields,,,,,91,48%,Saskatchewan,Non-Aboriginal,220
4711065,Corman Park No. 344,100,68,96,91,89,36%,Saskatchewan,Non-Aboriginal,8095
4711066,Saskatoon,92,67,95,89,86,23%,Saskatchewan,Non-Aboriginal,218320
4711068,Warman,91,58,97,92,85,24%,Saskatchewan,Non-Aboriginal,7025
4711069,Blucher No. 343,86,60,91,88,81,46%,Saskatchewan,Non-Aboriginal,1785
4711070,Martensville,91,63,98,92,86,36%,Saskatchewan,Non-Aboriginal,7715
4711072,Allan,93,53,94,88,82,42%,Saskatchewan,Non-Aboriginal,645
